context_3,context_2,context_1,response
,,,У меня колокольчики были на прищепках для сосков
,,У меня колокольчики были на прищепках для сосков,Нихрена себе)
,У меня колокольчики были на прищепках для сосков,Нихрена себе),Я их оторвала
У меня колокольчики были на прищепках для сосков,Нихрена себе),Я их оторвала,Зачем?))
Нихрена себе),Я их оторвала,Зачем?)),Бесили 😅
,,,Privet
,,Privet,Здрасте
,Privet,Здрасте,Как дела?
Privet,Здрасте,Как дела?,Лучше всех
Здрасте,Как дела?,Лучше всех,Правда?
Как дела?,Лучше всех,Правда?,Да
Лучше всех,Правда?,Да,"Класс. Спасибо, что спросила и у меня норм с делами, что нового?"
Правда?,Да,"Класс. Спасибо, что спросила и у меня норм с делами, что нового?","Гороховый суп сварила, из нового"
Да,"Класс. Спасибо, что спросила и у меня норм с делами, что нового?","Гороховый суп сварила, из нового",Можно мне в гости?
"Класс. Спасибо, что спросила и у меня норм с делами, что нового?","Гороховый суп сварила, из нового",Можно мне в гости?,Муж не любит гостей
"Гороховый суп сварила, из нового",Можно мне в гости?,Муж не любит гостей,"Эх. Жаль, я был бы хорошим другом"
,,,Наша речь в наших пальцах
,,Наша речь в наших пальцах,Помылося
,Наша речь в наших пальцах,Помылося,Нифига ты викинг
,,,Шо началось))))
,,Шо началось)))),Это секс фотки перед сном))
,Шо началось)))),Это секс фотки перед сном)),Сюда как не зайдешь вечно секс
Шо началось)))),Это секс фотки перед сном)),Сюда как не зайдешь вечно секс,Как и всегда это было
